X,Y,id,
22.8936506,40.6547548,14125050
22.8941787,40.6546436,14125050
22.8953925,40.6543355,14125050
22.8967193,40.6540419,14125050
22.9280618,40.6662334,14125325
22.9279792,40.6669416,14125325
22.9278826,40.6678497,14125325
22.9277816,40.6687544,14125325
22.9276942,40.6696601,14125325
22.9274489,40.6705872,14125325
22.9271149,40.6715184,14125325
22.9323266,40.6730469,14125455
22.9323961,40.6726318,14125455
22.9324212,40.6724516,14125455
22.9323935,40.6718763,14125455
22.9323847,40.6717433,14125455
22.9323403,40.6715542,14125455
22.9321443,40.6707449,14125455
22.9321329,40.6706977,14125455
22.9320086,40.6702208,14125455
22.9319707,40.6700531,14125455
22.9329924,40.6690847,14125517
22.9328897,40.6691213,14125517
22.9325632,40.6694368,14125517
22.9321785,40.6698331,14125517
22.9320247,40.669996,14125517
22.9319707,40.6700531,14125517
22.9318467,40.6701887,14125517
22.9318307,40.6702062,14125517
22.9317963,40.6702402,14125517
22.9315644,40.6704859,14125517
22.9312686,40.6707919,14125517
22.9309722,40.671108,14125517
22.9307014,40.6713925,14125517
22.930445,40.6716618,14125517
22.9301413,40.6719883,14125517
22.9299209,40.6722122,14125517
22.9298301,40.6723061,14125517
22.9295446,40.6726075,14125517
22.9305561,40.6662603,14125757
22.9304337,40.6663028,14125757
22.930348,40.6670825,14125757
22.9303074,40.6675885,14125757
22.9302617,40.6680015,14125757
22.9301947,40.6687139,14125757
22.9300366,40.6697776,14125757
22.900844,40.6544732,14378454
22.9009463,40.6546652,14378454
22.9010437,40.6548371,14378454
22.9011637,40.6549807,14378454
22.9068522,40.6591626,14378472
22.9065021,40.6590166,14378472
22.9063562,40.658945,14378472
22.9062017,40.6588668,14378472
22.9060644,40.6587757,14378472
22.9059357,40.6586845,14378472
22.9057383,40.6585217,14378472
22.9055494,40.6583459,14378472
22.905249,40.6580464,14378472
22.9050344,40.6578641,14378472
22.9048291,40.6577095,14378472
22.9046053,40.6575386,14378472
22.9042791,40.6573237,14378472
22.9035588,40.656863,14378472
22.903351,40.6567307,14378472
22.9028121,40.6563877,14378472
22.902234,40.6560514,14378472
22.9069001,40.6590798,14378477
22.9077425,40.6595082,14378477
22.908166,40.6597056,14378477
22.908362,40.6597728,14378477
22.8989078,40.6539773,15687032
22.899288,40.6549112,15687032
22.8993677,40.6551101,15687032
22.89948,40.6553335,15687032
22.8994972,40.6557438,15687032
22.8995144,40.6561149,15687032
22.8995123,40.6561844,15687032
22.8995054,40.6564127,15687032
22.8995027,40.6564695,15687032
22.8995218,40.6566178,15687032
22.8995443,40.6567928,15687032
22.8995419,40.6568975,15687032
22.8995744,40.6574497,15687032
22.8995916,40.6577232,15687032
22.899594,40.6578951,15687032
22.8996002,40.6583287,15687032
22.8996096,40.6585255,15687032
22.8996101,40.6585356,15687032
22.8996125,40.6585848,15687032
22.8996263,40.6588715,15687032
22.8996365,40.6590852,15687032
22.8996469,40.6593011,15687032
22.8996856,40.6594356,15687032
22.8956949,40.6613238,15687552
22.8956235,40.6611455,15687552
22.8955411,40.6609912,15687552
22.8953866,40.6607285,15687552
22.8952657,40.6605165,15687552
22.8948787,40.6600422,15687552
22.8952657,40.6605165,15687612
22.8957943,40.6602703,15687612
22.8961326,40.6601128,15687612
22.8969051,40.6597807,15687612
22.8977539,40.6594661,15687612
22.8977742,40.6593924,15687612
22.8980589,40.6593124,15687612
22.8985557,40.6591726,15687612
22.8996263,40.6588715,15687612
22.8948387,40.6590128,15687657
22.8952915,40.6588561,15687657
22.8955833,40.6587259,15687657
22.8960382,40.6585501,15687657
22.8964588,40.6584004,15687657
22.8970339,40.6582311,15687657
22.8972085,40.6581778,15687657
22.897084,40.6578838,15687672
22.8957552,40.6584057,15687672
22.8955454,40.6584867,15687672
22.8946351,40.6588458,15687672
22.8950873,40.6592421,15687704
22.895446,40.659071,15687704
22.8959781,40.6588561,15687704
22.8966648,40.6586348,15687704
22.8973213,40.6584444,15687704
22.8958666,40.6595463,15687718
22.897528,40.6589326,15687718
22.9031569,40.6567221,15687795
22.9030849,40.6567513,15687795
22.9029478,40.6567436,15687795
22.9027892,40.6566744,15687795
22.9004156,40.6560237,15688041
22.9013126,40.6568349,15688041
